ts_event,symbol,best_level_ofi,ofi_L0,ofi_L1,ofi_L2,ofi_L3,ofi_L4,ofi_L5,ofi_L6,ofi_L7,ofi_L8,ofi_L9,ofi_norm_L0,ofi_norm_L1,ofi_norm_L2,ofi_norm_L3,ofi_norm_L4,ofi_norm_L5,ofi_norm_L6,ofi_norm_L7,ofi_norm_L8,ofi_norm_L9,integrated_ofi,cross_asset_ofi
2024-10-21T12:08:44.078717275Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2024-10-21T12:08:44.078717275Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2024-10-21T12:08:44.078717275Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2024-10-21T12:08:44.078717275Z,AAPL,4,4,0,0,0,0,0,0,0,0,0,0.010185893,0,0,0,0,0,0,0,0,0,-0.000202788,163
2024-10-21T12:08:44.078717275Z,AAPL,9,9,0,0,0,0,0,0,0,0,0,0.022970904,0,0,0,0,0,0,0,0,0,-0.000457322,158
2024-10-21T12:08:44.078717275Z,AAPL,154,154,400,29,400,1,50,600,5,63,1,0.396090535,1.028806584,0.074588477,1.028806584,0.002572016,0.128600823,1.543209877,0.012860082,0.162037037,0.002572016,-0.494853132,13
2024-10-21T12:08:44.078746374Z,AAPL,100,100,57,57,200,30,1200,1,505,10,15,0.257864879,0.146982981,0.146982981,0.515729758,0.077359464,3.094378546,0.002578649,1.302217638,0.025786488,0.038679732,-0.653415598,0
2024-10-21T12:08:44.078758339Z,AAPL,0,0,57,100,57,57,200,30,1200,1,505,0,0.142144638,0.249376559,0.142144638,0.142144638,0.498753117,0.074812968,2.992518703,0.002493766,1.259351621,-0.526594419,0
2024-10-21T12:08:44.078760028Z,AAPL,0,0,0,100,0,0,0,0,0,0,0,0,0,0.243309002,0,0,0,0,0,0,0,-0.025532352,0
2024-10-21T12:08:44.078772524Z,AAPL,-100,-100,-57,-200,0,0,0,0,0,0,0,-0.245881485,-0.140152447,-0.49176297,0,0,0,0,0,0,0,0.06543427,0
2024-10-21T12:08:44.078783923Z,AAPL,0,0,-200,-57,-57,-57,-200,-30,-1200,-1,-505,0,-0.515862781,-0.147020892,-0.147020892,-0.147020892,-0.515862781,-0.077379417,-3.095176683,-0.002579314,-1.302553521,0.556533481,0
2024-10-21T12:08:44.115212449Z,AAPL,0,0,0,400,1,50,600,5,63,1,2000,0,0,0.683994528,0.001709986,0.085499316,1.025991792,0.008549932,0.107729138,0.001709986,3.41997264,-0.5087063,0
2024-10-21T12:08:44.115267046Z,AAPL,0,0,0,-29,0,0,0,0,0,0,0,0,0,-0.049344904,0,0,0,0,0,0,0,0.005178154,0
2024-10-21T12:08:44.149196088Z,AAPL,0,0,0,0,-57,-200,-30,-1200,-1,-505,-10,0,0,0,-0.097686375,-0.342759212,-0.051413882,-2.05655527,-0.001713796,-0.865467009,-0.017137961,0.384011035,0
2024-10-21T12:08:44.179409160Z,AAPL,0,0,-57,-57,-200,-30,-1200,-1,-505,-10,-15,0,-0.096807065,-0.096807065,-0.339673913,-0.050951087,-2.038043478,-0.00169837,-0.85767663,-0.016983696,-0.025475543,0.426976385,0
2024-10-21T12:08:44.303766562Z,AAPL,0,0,-57,-200,-30,-1200,-1,-505,-10,-15,-110,0,-0.09758603,-0.342407122,-0.051361068,-2.054442732,-0.001712036,-0.864577983,-0.017120356,-0.025680534,-0.188323917,0.429080033,0
2024-10-21T12:08:44.333763421Z,AAPL,-57,-57,-200,-30,-1200,-1,-505,-10,-15,-110,-10,-0.096708517,-0.33932813,-0.05089922,-2.035968782,-0.001696641,-0.856803529,-0.016966407,-0.02544961,-0.186630472,-0.016966407,0.546172736,0
2024-10-21T12:08:45.554994588Z,AAPL,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-0.1668335,0,0,0,0.02021517,0
2024-10-21T12:08:46.626940215Z,AAPL,1,1,200,30,1200,1,505,10,15,110,10,0.001699235,0.339847069,0.05097706,2.039082413,0.001699235,0.858113849,0.016992353,0.02548853,0.186915888,0.016992353,-0.545113546,0
2024-10-21T12:08:56.736391728Z,AAPL,-1,-1,-200,-30,-1200,-1,-505,-10,-15,-110,-10,-0.001668335,-0.333667,-0.05005005,-2.002002002,-0.001668335,-0.842509176,-0.01668335,-0.025025025,-0.18351685,-0.01668335,0.535200737,0
2024-10-21T12:09:01.138241817Z,AAPL,-200,-200,-30,-1200,-1,-505,-10,-15,-110,-10,-110,-0.33932813,-0.05089922,-2.035968782,-0.001696641,-0.856803529,-0.016966407,-0.02544961,-0.186630472,-0.016966407,-0.186630472,0.368344658,0
2024-10-21T12:09:01.138255251Z,AAPL,0,0,200,1200,1,505,10,15,110,10,110,0,0.333667,2.002002002,0.001668335,0.842509176,0.01668335,0.025025025,0.18351685,0.01668335,0.18351685,-0.373636634,0
2024-10-21T12:09:01.157397025Z,AAPL,0,0,0,30,0,0,0,0,0,0,0,0,0,0.049800797,0,0,0,0,0,0,0,-0.005225994,0
2024-10-21T12:09:01.157426276Z,AAPL,-30,-30,-200,-1230,-1,-505,-10,-15,-110,-10,-110,-0.04922875,-0.328191664,-2.018378733,-0.001640958,-0.828683951,-0.016409583,-0.024614375,-0.180505415,-0.016409583,-0.180505415,0.37365146,0
2024-10-21T12:09:02.549437699Z,AAPL,0,0,-400,0,0,0,0,0,0,0,0,0,-0.656383328,0,0,0,0,0,0,0,0,0.041843296,0
2024-10-21T12:09:02.576510264Z,AAPL,0,0,0,29,0,0,0,0,0,0,0,0,0,0.047815334,0,0,0,0,0,0,0,-0.005017644,0
2024-10-21T12:09:02.576563332Z,AAPL,0,0,0,-400,-1,-50,-600,-105,-63,-1,-2000,0,0,-0.97703957,-0.002442599,-0.122129946,-1.465559355,-0.256472887,-0.153883732,-0.002442599,-4.885197851,0.756249187,0
2024-10-21T12:09:04.138843955Z,AAPL,0,0,-30,0,0,0,0,0,0,0,0,0,-0.073818898,0,0,0,0,0,0,0,0,0.004705826,0
2024-10-21T12:09:04.138894379Z,AAPL,30,30,200,1200,1,505,10,15,110,10,110,0.075112669,0.500751127,3.00450676,0.002503756,1.264396595,0.025037556,0.037556335,0.27541312,0.025037556,0.27541312,-0.562230998,0
2024-10-21T12:09:04.194606283Z,AAPL,200,200,30,0,0,0,0,0,0,0,0,0.500751127,0.075112669,0,0,0,0,0,0,0,0,-0.014757623,0
2024-10-21T12:09:06.506604143Z,AAPL,0,0,-30,-1200,-1,-505,-10,-15,-110,-10,-110,0,-0.073818898,-2.952755906,-0.00246063,-1.24261811,-0.024606299,-0.036909449,-0.270669291,-0.024606299,-0.270669291,0.524410911,0
2024-10-21T12:09:06.565023952Z,AAPL,0,0,30,1200,1,505,10,15,110,10,110,0,0.075112669,3.00450676,0.002503756,1.264396595,0.025037556,0.037556335,0.27541312,0.025037556,0.27541312,-0.533601889,0
2024-10-21T12:09:06.773392628Z,AAPL,200,200,0,0,0,0,0,0,0,0,0,0.500751127,0,0,0,0,0,0,0,0,0,-0.009969321,0
2024-10-21T12:09:10.542530771Z,AAPL,10,10,200,30,1200,1,505,10,15,110,10,0.025680534,0.513610683,0.077041602,3.081664099,0.002568053,1.296866975,0.025680534,0.038520801,0.282485876,0.025680534,-0.824289934,0
2024-10-21T12:09:12.689157352Z,AAPL,0,0,29,400,1,50,600,105,63,1,2000,0,0.052784856,0.728066982,0.001820167,0.091008373,1.092100473,0.191117583,0.11467055,0.001820167,3.640334911,-0.566904108,0
2024-10-21T12:09:12.689170703Z,AAPL,0,0,-29,-400,-1,-50,-600,-105,-63,-1,-2000,0,-0.078505685,-1.082837033,-0.002707093,-0.135354629,-1.62425555,-0.284244721,-0.170546833,-0.002707093,-5.414185165,0.84314325,0
2024-10-21T12:09:12.782576498Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.513610683,0,0,0,0,0,0,0,0,0.032741788,0
2024-10-21T12:09:13.223494596Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.513610683,0,0,0,0,0,0,0,0,-0.032741788,0
2024-10-21T12:09:13.230924474Z,AAPL,0,0,0,-30,-1200,-1,-505,-10,-15,-110,-10,0,0,-0.075490689,-3.019627579,-0.002516356,-1.27075994,-0.025163563,-0.037745345,-0.276799195,-0.025163563,0.775112634,0
2024-10-21T12:09:13.230979969Z,AAPL,0,0,0,27,1200,1,505,10,15,110,10,0,0,0.069390902,3.084040093,0.002570033,1.297866872,0.025700334,0.038550501,0.282703675,0.025700334,-0.790837694,0
2024-10-21T12:09:13.352263576Z,AAPL,0,0,0,400,1,50,600,105,63,1,2000,0,0,0.682360969,0.001705902,0.085295121,1.023541453,0.179119754,0.107471853,0.001705902,3.411804845,-0.528161749,0
2024-10-21T12:09:13.352324097Z,AAPL,0,0,0,0,-1,-50,-600,-105,-63,-1,-2000,0,0,0,-0.002570694,-0.128534704,-1.542416452,-0.269922879,-0.161953728,-0.002570694,-5.141388175,0.688003164,0
2024-10-21T12:09:14.174258870Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.54200542,0,0,0,0,0,0,0,0,-0.034551903,0
2024-10-21T12:09:14.174269739Z,AAPL,0,0,400,28,1,50,600,105,63,1,2000,0,0.72859745,0.051001821,0.001821494,0.091074681,1.092896175,0.191256831,0.114754098,0.001821494,3.64298725,-0.539291072,0
2024-10-21T12:09:14.199409178Z,AAPL,0,0,-400,-28,-1,-50,-600,-105,-63,-1,-2000,0,-1.08401084,-0.075880759,-0.002710027,-0.135501355,-1.62601626,-0.284552846,-0.170731707,-0.002710027,-5.420054201,0.802359887,0
2024-10-21T12:09:15.368368108Z,AAPL,0,0,-200,-27,-1200,-1,-505,-10,-15,-110,-10,0,-0.555555556,-0.075,-3.333333333,-0.002777778,-1.402777778,-0.027777778,-0.041666667,-0.305555556,-0.027777778,0.890179442,0
2024-10-21T12:09:15.368381335Z,AAPL,0,0,0,400,1200,1,505,10,15,110,10,0,0,1.028277635,3.084832905,0.002570694,1.298200514,0.025706941,0.038560411,0.28277635,0.025706941,-0.891662745,0
2024-10-21T12:09:15.368882161Z,AAPL,0,0,-27,-400,-1200,-1,-505,-10,-15,-110,-10,0,-0.067958721,-1.006795872,-3.020387616,-0.00251699,-1.271079789,-0.025169897,-0.037754845,-0.276868865,-0.025169897,0.877367256,0
2024-10-21T12:09:15.368983400Z,AAPL,0,0,0,28,1200,1,505,10,15,110,10,0,0,0.071960935,3.084040093,0.002570033,1.297866872,0.025700334,0.038550501,0.282703675,0.025700334,-0.791107388,0
2024-10-21T12:09:15.972801291Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:09:16.178054946Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:09:17.673639410Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:09:18.369344833Z,AAPL,0,0,26,400,28,1200,1,505,10,15,110,0,0.066547223,1.02380343,0.07166624,3.071410289,0.002559509,1.29255183,0.025595086,0.038392629,0.281545943,-0.689162029,0
2024-10-21T12:09:18.369370009Z,AAPL,0,0,0,0,-28,-1200,-1,-505,-10,-15,-110,0,0,0,-0.071997943,-3.085626125,-0.002571355,-1.298534328,-0.025713551,-0.038570327,-0.282849061,0.580156759,0
2024-10-21T12:09:18.424025933Z,AAPL,0,0,200,26,0,0,0,0,0,0,0,0,0.542152345,0.070479805,0,0,0,0,0,0,0,-0.041957277,0
2024-10-21T12:09:26.336360989Z,AAPL,0,0,-200,-26,-1200,-1,-505,-10,-15,-110,-10,0,-0.555709919,-0.07224229,-3.334259517,-0.00277855,-1.403167547,-0.027785496,-0.041678244,-0.305640456,-0.027785496,0.890135207,0
2024-10-21T12:09:26.336373029Z,AAPL,0,0,200,26,1200,1,505,10,15,110,10,0,0.542152345,0.070479805,3.252914069,0.002710762,1.368934671,0.027107617,0.040661426,0.29818379,0.027107617,-0.868418707,0
2024-10-21T12:09:26.336385729Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.514271021,0,0,0,0,0,0,0,0,0.032783883,0
2024-10-21T12:09:26.401883038Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.514271021,0,0,0,0,0,0,0,0,-0.032783883,0
2024-10-21T12:09:30.048768796Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.542152345,0,0,0,0,0,0,0,0,-0.034561269,0
2024-10-21T12:09:30.048780765Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.542152345,0,0,0,0,0,0,0,0,0.034561269,0
2024-10-21T12:09:30.065483395Z,AAPL,0,0,0,0,1,50,600,105,63,1,2000,0,0,0,0.001766472,0.088323618,1.059883413,0.185479597,0.111287758,0.001766472,3.532944709,-0.472766704,0
2024-10-21T12:09:30.066245031Z,AAPL,0,0,0,-30,0,0,0,0,0,0,0,0,0,-0.052714813,0,0,0,0,0,0,0,0.005531785,0
2024-10-21T12:09:32.077963808Z,AAPL,1,1,0,0,0,0,0,0,0,0,0,0.001756852,0,0,0,0,0,0,0,0,0,-3.50E-05,0
2024-10-21T12:09:37.644355301Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.351370344,0,0,0,0,0,0,0,0,-0.022399249,0
2024-10-21T12:09:38.208139554Z,AAPL,2,2,11,200,26,1200,1,505,10,15,110,0.003518649,0.019352569,0.351864884,0.045742435,2.111189303,0.001759324,0.888458832,0.017593244,0.026389866,0.193525686,-0.434500643,0
2024-10-21T12:09:42.372615871Z,AAPL,0,0,430,1,50,600,105,63,1,2000,2,0,0.783813343,0.001822822,0.091141086,1.093693037,0.191396281,0.114837769,0.001822822,3.645643456,0.003645643,-0.51837386,0
2024-10-21T12:09:42.372627823Z,AAPL,0,0,-430,-1,-50,-600,-105,-63,-1,-2000,-2,0,-0.7565095,-0.001759324,-0.087966221,-1.055594652,-0.184729064,-0.110837438,-0.001759324,-3.518648839,-0.003518649,0.500316502,0
2024-10-21T12:09:43.901315169Z,AAPL,0,0,10,11,200,26,1200,1,505,10,15,0,0.017908309,0.01969914,0.358166189,0.046561605,2.148997135,0.001790831,0.904369628,0.017908309,0.026862464,-0.435329244,0
2024-10-21T12:09:45.133407519Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:09:45.628579880Z,AAPL,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.176397954,-0.014696348,0
2024-10-21T12:09:48.089350946Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.340773556,0,0,0,0,0,0,0,0,0.021723722,0
2024-10-21T12:09:48.587030358Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.352795908,0,0,0,0,0,0,0,0,-0.022490126,0
2024-10-21T12:09:48.587043020Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.352795908,0,0,0,0,0,0,0,0,0.022490126,0
2024-10-21T12:09:49.792724444Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.340773556,0,0,0,0,0,0,0,0,0.021723722,0
2024-10-21T12:09:53.122453611Z,AAPL,-2,-2,-10,-11,-200,-26,-1200,-1,-505,-10,-100,-0.003400204,-0.01700102,-0.018701122,-0.340020401,-0.044202652,-2.040122407,-0.001700102,-0.858551513,-0.01700102,-0.170010201,0.425381372,0
2024-10-21T12:09:53.247009420Z,AAPL,0,0,0,0,30,26,1200,1,505,10,100,0,0,0,0.050873325,0.044090215,2.034933017,0.001695778,0.856367645,0.016957775,0.169577751,-0.366212179,0
2024-10-21T12:09:53.247043259Z,AAPL,0,0,0,0,0,-26,-1200,-1,-505,-10,-100,0,0,0,0,-0.044172613,-2.038735984,-0.001698947,-0.85796806,-0.016989467,-0.169894665,0.357175884,0
2024-10-21T12:09:53.299918437Z,AAPL,0,0,0,200,0,0,0,0,0,0,0,0,0,0.339789331,0,0,0,0,0,0,0,-0.035656801,0
2024-10-21T12:09:54.363979828Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.351741119,0,0,0,0,0,0,0,0,-0.022422885,0
2024-10-21T12:09:54.363990119Z,AAPL,0,0,430,1,50,600,105,63,1,2000,2,0,0.783527697,0.001822157,0.091107872,1.093294461,0.191326531,0.114795918,0.001822157,3.644314869,0.003644315,-0.518184948,0
2024-10-21T12:09:54.402345010Z,AAPL,0,0,-430,-1,-50,-600,-105,-63,-1,-2000,-2,0,-0.756243405,-0.001758706,-0.08793528,-1.055223356,-0.184664087,-0.110798452,-0.001758706,-3.517411185,-0.003517411,0.50014052,0
2024-10-21T12:09:57.392602293Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.351741119,0,0,0,0,0,0,0,0,0.022422885,0
2024-10-21T12:09:57.432954262Z,AAPL,0,0,0,30,0,0,0,0,0,0,0,0,0,0.053041018,0,0,0,0,0,0,0,-0.005566017,0
2024-10-21T12:09:57.433015324Z,AAPL,0,0,0,-400,-1,-50,-600,-105,-63,-1,-2000,0,0,-1.086071138,-0.002715178,-0.135758892,-1.629106706,-0.285093674,-0.171056204,-0.002715178,-5.430355688,0.840641915,0
2024-10-21T12:10:00.023818184Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:10:01.648302231Z,AAPL,0,0,0,-200,-30,-1200,-1,-505,-10,-100,-15,0,0,-0.556637907,-0.083495686,-3.339827442,-0.00278319,-1.405510715,-0.027831895,-0.278318954,-0.041747843,0.68340305,0
2024-10-21T12:10:01.648314395Z,AAPL,0,0,0,200,30,1200,1,505,10,100,15,0,0,0.543035569,0.081455335,3.258213413,0.002715178,1.371164811,0.027151778,0.271517784,0.040727668,-0.666703003,0
2024-10-21T12:10:01.702573654Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.543035569,0,0,0,0,0,0,0,0,0.034617573,0
2024-10-21T12:10:01.719020950Z,AAPL,0,0,27,400,1,50,600,105,63,1,2000,0,0.049243115,0.729527631,0.001823819,0.091190954,1.094291446,0.191501003,0.114900602,0.001823819,3.647638154,-0.567808901,0
2024-10-21T12:10:01.719033080Z,AAPL,0,0,-27,-400,-1,-50,-600,-105,-63,-1,-2000,0,-0.073309802,-1.086071138,-0.002715178,-0.135758892,-1.629106706,-0.285093674,-0.171056204,-0.002715178,-5.430355688,0.845315287,0
2024-10-21T12:10:01.724626959Z,AAPL,0,0,0,-27,-400,-1,-50,-600,-105,-63,-1,0,0,-0.072756669,-1.077876583,-0.002694691,-0.134734573,-1.616814875,-0.282942603,-0.169765562,-0.002694691,0.465160071,0
2024-10-21T12:10:01.726066241Z,AAPL,0,0,0,200,0,0,0,0,0,0,0,0,0,0.511378164,0,0,0,0,0,0,0,-0.053662984,0
2024-10-21T12:10:01.751841665Z,AAPL,0,0,0,27,400,1,50,600,105,63,1,0,0,0.069533866,1.030131342,0.002575328,0.128766418,1.545197013,0.270409477,0.162245686,0.002575328,-0.444555504,0
2024-10-21T12:10:01.781661443Z,AAPL,0,0,0,-200,0,0,0,0,0,0,0,0,0,-0.543035569,0,0,0,0,0,0,0,0.056985048,0
2024-10-21T12:10:01.781673802Z,AAPL,0,0,0,400,0,0,0,0,0,0,0,0,0,1.030131342,0,0,0,0,0,0,0,-0.108099887,0
2024-10-21T12:10:01.842775879Z,AAPL,0,0,0,400,1,50,600,105,63,1,2000,0,0,0.683060109,0.00170765,0.085382514,1.024590164,0.179303279,0.107581967,0.00170765,3.415300546,-0.528702898,0
2024-10-21T12:10:02.294097461Z,AAPL,0,0,0,0,-1,-50,-600,-105,-63,-1,-2000,0,0,0,-0.002575328,-0.128766418,-1.545197013,-0.270409477,-0.162245686,-0.002575328,-5.150656709,0.689243448,0
2024-10-21T12:10:03.086137168Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:10:03.188596704Z,AAPL,0,0,0,-400,-30,-1200,-1,-505,-10,-100,-15,0,0,-1.113275814,-0.083495686,-3.339827442,-0.00278319,-1.405510715,-0.027831895,-0.278318954,-0.041747843,0.7418155,0
2024-10-21T12:10:03.188608784Z,AAPL,0,0,0,400,30,1200,1,505,10,100,15,0,0,1.030131342,0.077259851,3.090394025,0.002575328,1.300540819,0.025753284,0.257532835,0.038629925,-0.686413364,0
2024-10-21T12:10:03.188621108Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.489835905,0,0,0,0,0,0,0,0,0.031226187,0
2024-10-21T12:10:03.197531287Z,AAPL,0,0,0,0,0,26,1200,1,505,10,100,0,0,0,0,0.063507572,2.93111871,0.002442599,1.233512457,0.024425989,0.244259893,-0.513516671,0
2024-10-21T12:10:03.247731199Z,AAPL,0,0,200,0,0,0,0,0,0,0,0,0,0.513610683,0,0,0,0,0,0,0,0,-0.032741788,0
2024-10-21T12:10:03.247744906Z,AAPL,0,0,-200,0,0,0,0,0,0,0,0,0,-0.488519785,0,0,0,0,0,0,0,0,0.031142287,0
2024-10-21T12:10:03.255005064Z,AAPL,0,0,0,0,-30,-26,-1200,-1,-505,-10,-100,0,0,0,-0.073547438,-0.063741113,-2.941897524,-0.002451581,-1.238048541,-0.024515813,-0.245158127,0.529432023,0
2024-10-21T12:10:03.257914828Z,AAPL,0,0,0,0,1,50,600,105,63,1,2000,0,0,0,0.001652346,0.082617317,0.991407799,0.173496365,0.104097819,0.001652346,3.304692664,-0.442222787,0
2024-10-21T12:10:03.459955473Z,AAPL,0,0,400,1,50,600,105,63,1,2000,2,0,0.707463742,0.001768659,0.088432968,1.061195614,0.185709232,0.111425539,0.001768659,3.537318712,0.003537319,-0.499588701,0
2024-10-21T12:10:03.459967128Z,AAPL,0,0,-400,-1,-50,-600,-105,-63,-1,-2000,-2,0,-0.660938533,-0.001652346,-0.082617317,-0.991407799,-0.173496365,-0.104097819,-0.001652346,-3.304692664,-0.003304693,0.466734058,0
2024-10-21T12:10:03.514882942Z,AAPL,0,0,0,400,0,0,0,0,0,0,0,0,0,0.660938533,0,0,0,0,0,0,0,-0.069357545,0
2024-10-21T12:10:12.927978411Z,AAPL,0,0,0,0,-26,-1200,-1,-505,-10,-100,-15,0,0,0,-0.042372881,-1.955671447,-0.001629726,-0.823011734,-0.016297262,-0.162972621,-0.024445893,0.364726603,0
2024-10-21T12:10:12.928036467Z,AAPL,0,0,0,0,29,1200,1,505,10,100,15,0,0,0,0.047894302,1.981833196,0.001651528,0.83402147,0.016515277,0.165152766,0.024772915,-0.370550624,0
2024-10-21T12:10:12.928066550Z,AAPL,0,0,0,0,-1,-50,-600,-105,-63,-1,-2000,0,0,0,-0.00244918,-0.122458976,-1.469507715,-0.25716385,-0.15429831,-0.00244918,-4.89835905,0.655481829,0
2024-10-21T12:10:13.161741583Z,AAPL,0,0,0,-400,-29,-1200,-1,-505,-10,-100,-15,0,0,-1.054574216,-0.076456631,-3.163722647,-0.002636436,-1.331399947,-0.026364355,-0.263643554,-0.039546533,0.702197704,0
2024-10-21T12:10:13.161754596Z,AAPL,0,0,0,200,29,1200,1,505,10,100,15,0,0,0.515065671,0.074684522,3.090394025,0.002575328,1.300540819,0.025753284,0.257532835,0.038629925,-0.631872254,0
2024-10-21T12:10:17.086432603Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:10:20.742267983Z,AAPL,20,20,10,11,200,29,1200,1,505,10,100,0.051440329,0.025720165,0.028292181,0.514403292,0.074588477,3.086419753,0.002572016,1.298868313,0.025720165,0.257201646,-0.645414296,0
2024-10-21T12:10:22.088936277Z,AAPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21T12:10:23.455694731Z,AAPL,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0.489236791,0,0,0,0,0,0,-0.093307192,0
2024-10-21T12:10:23.510549173Z,AAPL,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,-0.514403292,0,0,0,0,0,0,0.098106945,0
2024-10-21T12:10:23.510561501Z,AAPL,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0.978473581,0,0,0,0,0,0,-0.186614385,0
2024-10-21T12:10:24.014526498Z,AAPL,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0.978473581,0,0,0,0,0,0,-0.186614385,0
2024-10-21T12:10:29.982925320Z,AAPL,0,0,-10,-11,-400,-29,-1200,-1,-505,-10,-100,0,-0.024431957,-0.026875153,-0.97727828,-0.070852675,-2.93183484,-0.002443196,-1.233813828,-0.024431957,-0.24431957,0.705308781,0
2024-10-21T12:10:32.696534026Z,AAPL,0,0,0,0,-29,-1200,-1,-505,-10,-100,-15,0,0,0,-0.069477719,-2.874940105,-0.002395783,-1.209870628,-0.023957834,-0.239578342,-0.035936751,0.5375381,0
2024-10-21T12:10:32.696591804Z,AAPL,0,0,0,0,28,1200,1,505,10,100,15,0,0,0,0.068426197,2.93255132,0.002443793,1.234115347,0.024437928,0.244379277,0.036656891,-0.5478438,0
2024-10-21T12:10:36.255768918Z,AAPL,0,0,0,-200,0,0,0,0,0,0,0,0,0,-0.513874615,0,0,0,0,0,0,0,0.053924957,0
2024-10-21T12:10:36.667879809Z,AAPL,0,0,400,28,1,50,600,105,63,1,2000,0,0.728332119,0.050983248,0.00182083,0.091041515,1.092498179,0.191187181,0.114712309,0.00182083,3.641660597,-0.53909468,0
2024-10-21T12:10:36.667890580Z,AAPL,0,0,-400,-28,-1,-50,-600,-105,-63,-1,-2000,0,-1.027749229,-0.071942446,-0.002569373,-0.128468654,-1.541623844,-0.269784173,-0.161870504,-0.002569373,-5.138746146,0.760716337,0
2024-10-21T12:10:36.718839166Z,AAPL,0,0,0,200,0,0,0,0,0,0,0,0,0,0.513874615,0,0,0,0,0,0,0,-0.053924957,0
2024-10-21T12:10:36.743886554Z,AAPL,0,0,0,0,1,50,600,105,63,1,2000,0,0,0,0.001705321,0.08526603,1.02319236,0.179058663,0.107435198,0.001705321,3.410641201,-0.456400462,0
2024-10-21T12:10:36.743997154Z,AAPL,0,0,0,0,0,-50,-600,-105,-63,-1,-2000,0,0,0,0,-0.128435654,-1.541227845,-0.269714873,-0.161828924,-0.002568713,-5.137426149,0.686983075,0
2024-10-21T12:10:42.064737913Z,AAPL,0,0,0,-200,-28,-1200,-1,-505,-10,-100,-15,0,0,-0.525900605,-0.073626085,-3.155403629,-0.002629503,-1.327899027,-0.02629503,-0.262950302,-0.039442545,0.644662835,0
2024-10-21T12:10:42.064751203Z,AAPL,0,0,0,200,28,1200,1,505,10,100,15,0,0,0.513742615,0.071923966,3.08245569,0.002568713,1.297200103,0.025687131,0.256871307,0.038530696,-0.629759251,0
2024-10-21T12:10:43.289649676Z,AAPL,0,0,-400,0,0,0,0,0,0,0,0,0,-1.02748523,0,0,0,0,0,0,0,0,0.065500397,0
2024-10-21T12:10:43.377793688Z,AAPL,0,0,0,0,0,50,600,105,63,1,2000,0,0,0,0,0.08526603,1.02319236,0.179058663,0.107435198,0.001705321,3.410641201,-0.456075223,0
2024-10-21T12:10:43.377874040Z,AAPL,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,-0.047522064,0,0,0,0,0,0,0.009063403,0
2024-10-21T12:10:45.117298924Z,AAPL,0,0,0,200,0,0,0,0,0,0,0,0,0,0.339443313,0,0,0,0,0,0,0,-0.035620491,0
2024-10-21T12:10:50.849951366Z,AAPL,0,0,0,200,0,0,0,0,0,0,0,0,0,0.339443313,0,0,0,0,0,0,0,-0.035620491,0
